asset_id,snapshot_date,ensemble_probability,risk_level,top_reason_1,top_reason_2,top_reason_3,top_reason_4,top_reason_5,protective_factor_1,protective_factor_2,protective_factor_3
AST008845,2026-05-25,0.4399488550207386,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__total_train_passages (+0.0063),numeric__maintenance_cost_365d (+0.0035),numeric__cumulative_usage (+0.0025),numeric__maintenance_pressure (+0.0025),numeric__maintenance_count (-0.0399),numeric__total_downtime (-0.0061),numeric__asset_age_at_snapshot (-0.0014)
AST029569,2026-05-25,0.439851187490836,HIGH,numeric__total_train_passages (+0.0094),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0011),numeric__wear_usage_risk (+0.0007),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0056)
AST034476,2026-05-25,0.4398216544220734,HIGH,numeric__total_train_passages (+0.0087),numeric__condition_decline (+0.0038),numeric__near_end_of_life (+0.0031),numeric__cumulative_usage (+0.0031),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0101),numeric__maintenance_count (-0.0048),numeric__total_downtime (-0.0044)
AST017031,2026-05-25,0.4398191868787791,HIGH,numeric__total_train_passages (+0.0094),numeric__cumulative_usage (+0.0027),numeric__wear_defect_risk (+0.0011),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0047)
AST018744,2026-05-25,0.4395452369280797,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0103),categorical__station_code_KYA (-0.0067),numeric__maintenance_count_365d (-0.0049)
AST019814,2026-05-25,0.4394973988624803,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0014),numeric__wear_usage_risk (+0.0007),categorical__asset_type_Point Machine (+0.0003),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0048)
AST028377,2026-05-25,0.4394835293008976,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0105),numeric__maintenance_count (-0.0048),numeric__maintenance_pressure (-0.0046)
AST006116,2026-05-25,0.4394404266385797,HIGH,numeric__total_maintenance_cost (+0.0108),numeric__total_train_passages (+0.0058),numeric__total_downtime (+0.0037),numeric__maintenance_cost_365d (+0.0026),numeric__maintenance_cost_180d (+0.0020),numeric__maintenance_count (-0.0349),numeric__maintenance_pressure (-0.0029),numeric__days_since_maintenance (-0.0017)
AST031500,2026-05-25,0.4393723212051317,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0014),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0105),numeric__maintenance_count (-0.0048),numeric__total_downtime (-0.0043)
AST034062,2026-05-25,0.4393540017248999,HIGH,numeric__total_train_passages (+0.0093),numeric__near_end_of_life (+0.0034),numeric__cumulative_usage (+0.0031),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0108),numeric__total_downtime (-0.0055),numeric__maintenance_count (-0.0048)
AST027735,2026-05-25,0.439240613088175,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__wear_usage_risk (+0.0007),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0062),numeric__maintenance_count (-0.0047)
AST040509,2026-05-25,0.4391766929523912,HIGH,numeric__total_train_passages (+0.0050),numeric__total_maintenance_cost (+0.0036),numeric__maintenance_pressure (+0.0035),numeric__maintenance_cost_90d (+0.0033),numeric__maintenance_cost_365d (+0.0028),numeric__maintenance_count (-0.0378),numeric__total_downtime (-0.0071),numeric__maintenance_cost_180d (-0.0024)
AST006758,2026-05-25,0.4390727219577864,HIGH,numeric__total_maintenance_cost (+0.0106),numeric__total_train_passages (+0.0060),numeric__days_since_maintenance (+0.0059),numeric__near_end_of_life (+0.0043),numeric__maintenance_count_365d (+0.0037),numeric__maintenance_count (-0.0384),numeric__total_downtime (-0.0057),numeric__maintenance_pressure (-0.0018)
AST004205,2026-05-25,0.4389886427612395,HIGH,numeric__total_train_passages (+0.0093),numeric__near_end_of_life (+0.0032),numeric__cumulative_usage (+0.0027),numeric__remaining_life_years (+0.0026),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0103),numeric__total_downtime (-0.0056),numeric__maintenance_count (-0.0046)
AST008257,2026-05-25,0.4387949310298387,HIGH,numeric__days_since_maintenance (+0.0064),numeric__total_train_passages (+0.0063),numeric__total_maintenance_cost (+0.0046),numeric__near_end_of_life (+0.0045),numeric__maintenance_pressure (+0.0043),numeric__maintenance_count (-0.0356),numeric__total_downtime (-0.0045),numeric__maintenance_count_180d (-0.0012)
AST018862,2026-05-25,0.4387565255711194,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0040),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0007),numeric__total_maintenance_cost (-0.0103),numeric__maintenance_count (-0.0047),numeric__maintenance_pressure (-0.0046)
AST013908,2026-05-25,0.4386482038544118,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0048)
AST002110,2026-05-25,0.4386089268471132,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__asset_age_at_snapshot (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0053)
AST021639,2026-05-25,0.4385113324419246,HIGH,numeric__total_train_passages (+0.0060),numeric__days_since_maintenance (+0.0059),numeric__near_end_of_life (+0.0043),numeric__total_maintenance_cost (+0.0041),numeric__maintenance_count_365d (+0.0025),numeric__maintenance_count (-0.0366),numeric__total_downtime (-0.0025),numeric__maintenance_cost_365d (-0.0020)
AST006691,2026-05-25,0.438442710541722,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__asset_age_years (+0.0024),numeric__usage_per_day_estimate (+0.0014),numeric__wear_defect_risk (+0.0009),numeric__total_maintenance_cost (-0.0105),numeric__total_downtime (-0.0074),categorical__station_code_CHNU (-0.0046)
AST017448,2026-05-25,0.4383059384769311,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0034),numeric__near_end_of_life (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0108),numeric__total_downtime (-0.0056),numeric__maintenance_count (-0.0053)
AST012783,2026-05-25,0.4382454030921346,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0038),numeric__near_end_of_life (+0.0031),numeric__cumulative_usage (+0.0031),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0101),numeric__maintenance_count (-0.0048),numeric__total_downtime (-0.0044)
AST003778,2026-05-25,0.4382438439566574,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0047)
AST004482,2026-05-25,0.4380147524720007,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__wear_usage_risk (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0047)
AST015480,2026-05-25,0.4379876495637361,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__wear_defect_risk (+0.0026),numeric__usage_per_day_estimate (+0.0014),numeric__wear_level (+0.0014),numeric__total_maintenance_cost (-0.0103),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0048)
AST034802,2026-05-25,0.4379597004657193,HIGH,numeric__total_train_passages (+0.0064),numeric__total_maintenance_cost (+0.0058),numeric__days_since_maintenance (+0.0049),numeric__avg_downtime (+0.0033),numeric__cumulative_usage (+0.0026),numeric__maintenance_count (-0.0366),numeric__maintenance_cost_365d (-0.0019),numeric__maintenance_count_180d (-0.0015)
AST001006,2026-05-25,0.4377667706006917,HIGH,numeric__total_maintenance_cost (+0.0095),numeric__total_train_passages (+0.0051),numeric__maintenance_pressure (+0.0031),numeric__maintenance_cost_365d (+0.0028),numeric__maintenance_count_180d (+0.0027),numeric__maintenance_count (-0.0427),numeric__total_downtime (-0.0092),numeric__avg_downtime (-0.0037)
AST000518,2026-05-25,0.4374813914643525,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__asset_age_at_snapshot (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0048)
AST020383,2026-05-25,0.4370855293152966,HIGH,numeric__total_train_passages (+0.0093),numeric__near_end_of_life (+0.0034),numeric__cumulative_usage (+0.0031),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0108),numeric__total_downtime (-0.0056),numeric__maintenance_count (-0.0048)
AST006498,2026-05-25,0.4366879321851074,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0040),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0007),numeric__total_maintenance_cost (-0.0103),numeric__total_downtime (-0.0048),numeric__maintenance_count (-0.0047)
AST036499,2026-05-25,0.4363524104215731,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__total_train_passages (+0.0062),numeric__maintenance_count_365d (+0.0043),numeric__maintenance_cost_365d (+0.0042),numeric__days_since_maintenance (+0.0037),numeric__maintenance_count (-0.0299),numeric__total_downtime (-0.0016),numeric__maintenance_pressure (-0.0010)
AST005609,2026-05-25,0.4363000008076838,HIGH,numeric__total_maintenance_cost (+0.0119),numeric__total_train_passages (+0.0060),numeric__days_since_maintenance (+0.0055),numeric__near_end_of_life (+0.0042),numeric__maintenance_cost_365d (+0.0042),numeric__maintenance_count (-0.0404),numeric__life_remaining_ratio (-0.0012),numeric__maintenance_count_180d (-0.0010)
AST029718,2026-05-25,0.4362914823374879,HIGH,numeric__total_maintenance_cost (+0.0117),numeric__days_since_maintenance (+0.0064),numeric__total_train_passages (+0.0063),numeric__maintenance_cost_365d (+0.0048),numeric__near_end_of_life (+0.0045),numeric__maintenance_count (-0.0368),numeric__total_downtime (-0.0071),numeric__avg_downtime (-0.0029)
AST029018,2026-05-25,0.4362808267245778,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0047)
AST009226,2026-05-25,0.4361797304030402,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0076),numeric__maintenance_count (-0.0048),numeric__total_downtime (-0.0048)
AST004720,2026-05-25,0.436086477915891,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0047)
AST026747,2026-05-25,0.4359344147520166,HIGH,numeric__total_maintenance_cost (+0.0089),numeric__total_train_passages (+0.0048),numeric__maintenance_cost_365d (+0.0034),numeric__maintenance_pressure (+0.0031),numeric__maintenance_count_180d (+0.0026),numeric__maintenance_count (-0.0418),numeric__total_downtime (-0.0078),numeric__near_end_of_life (-0.0029)
AST025344,2026-05-25,0.4352361009916081,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0011),numeric__wear_usage_risk (+0.0007),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0060),numeric__maintenance_count (-0.0056)
AST022466,2026-05-25,0.4350094342575812,HIGH,numeric__total_maintenance_cost (+0.0068),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0059),numeric__cumulative_usage (+0.0032),numeric__condition_decline (+0.0018),numeric__maintenance_count (-0.0316),numeric__total_downtime (-0.0031),numeric__maintenance_cost_365d (-0.0022)
AST003855,2026-05-25,0.4350077727727937,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__wear_usage_risk (+0.0005),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0047)
AST018271,2026-05-25,0.4349153660545012,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0034),numeric__near_end_of_life (+0.0032),numeric__usage_per_day_estimate (+0.0007),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0108),categorical__station_code_KTW (-0.0100),numeric__total_downtime (-0.0056)
AST033946,2026-05-25,0.4348946320963653,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__wear_defect_risk (+0.0024),numeric__asset_age_years (+0.0024),numeric__wear_level (+0.0019),numeric__total_maintenance_cost (-0.0098),numeric__total_downtime (-0.0059),numeric__maintenance_count (-0.0042)
AST021922,2026-05-25,0.4346615819089291,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__asset_age_at_snapshot (+0.0004),categorical__station_code_MPU (-0.0137),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0058)
AST023753,2026-05-25,0.4343847718080331,HIGH,numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0041),numeric__total_maintenance_cost (+0.0037),numeric__maintenance_cost_90d (+0.0019),numeric__cumulative_usage (+0.0018),numeric__maintenance_count (-0.0345),numeric__maintenance_cost_365d (-0.0026),numeric__maintenance_pressure (-0.0023)
AST006129,2026-05-25,0.4343783315517159,HIGH,numeric__total_maintenance_cost (+0.0087),numeric__total_train_passages (+0.0047),numeric__maintenance_cost_365d (+0.0034),numeric__maintenance_pressure (+0.0028),numeric__maintenance_count_180d (+0.0026),numeric__maintenance_count (-0.0418),numeric__total_downtime (-0.0077),numeric__near_end_of_life (-0.0029)
AST014878,2026-05-25,0.4343573538521399,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0103),numeric__maintenance_count (-0.0047),numeric__maintenance_pressure (-0.0046)
AST030233,2026-05-25,0.4343350048007578,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0038),numeric__cumulative_usage (+0.0034),numeric__near_end_of_life (+0.0029),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0101),numeric__maintenance_count (-0.0053),numeric__total_downtime (-0.0043)
AST030712,2026-05-25,0.4342061539772424,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0047)
AST019498,2026-05-25,0.4341580088441052,HIGH,numeric__total_train_passages (+0.0106),numeric__near_end_of_life (+0.0034),numeric__cumulative_usage (+0.0027),numeric__remaining_life_years (+0.0026),numeric__life_remaining_ratio (+0.0011),numeric__total_maintenance_cost (-0.0103),numeric__total_downtime (-0.0055),numeric__maintenance_count (-0.0047)
AST008775,2026-05-25,0.4340541710818157,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),categorical__station_code_DLPC (-0.0148),numeric__total_maintenance_cost (-0.0115),numeric__maintenance_count (-0.0047)
AST037245,2026-05-25,0.4338406543537129,HIGH,numeric__total_train_passages (+0.0051),numeric__asset_age_years (+0.0035),numeric__maintenance_cost_365d (+0.0033),numeric__wear_defect_risk (+0.0030),numeric__life_remaining_ratio (+0.0027),numeric__maintenance_count (-0.0296),numeric__total_downtime (-0.0052),numeric__maintenance_count_90d (-0.0032)
AST000265,2026-05-25,0.4337178689581055,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0048)
AST008091,2026-05-25,0.4333769814367962,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0048)
AST013157,2026-05-25,0.4332507251531692,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0037),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0105),numeric__total_downtime (-0.0048),numeric__maintenance_count (-0.0048)
AST000085,2026-05-25,0.4330746267896022,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0038),numeric__cumulative_usage (+0.0031),numeric__near_end_of_life (+0.0029),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0101),numeric__maintenance_count (-0.0053),numeric__total_downtime (-0.0044)
AST000181,2026-05-25,0.4330363470461993,HIGH,numeric__days_since_maintenance (+0.0066),numeric__total_train_passages (+0.0060),numeric__near_end_of_life (+0.0044),numeric__cumulative_usage (+0.0021),numeric__recent_maintenance_activity (+0.0011),numeric__maintenance_count (-0.0313),numeric__maintenance_count_365d (-0.0263),numeric__total_downtime (-0.0062)
AST032234,2026-05-25,0.4328888959780722,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0104),numeric__maintenance_count (-0.0047),numeric__maintenance_pressure (-0.0046)
AST010760,2026-05-25,0.4328290386196379,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0014),numeric__wear_usage_risk (+0.0007),categorical__asset_type_Point Machine (+0.0003),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0048)
AST002953,2026-05-25,0.4328279141047079,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0038),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0103),categorical__station_code_BHB (-0.0094),numeric__maintenance_count (-0.0047)
AST032733,2026-05-25,0.4327663440120249,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0040),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0007),numeric__total_maintenance_cost (-0.0104),numeric__maintenance_count (-0.0053),numeric__maintenance_pressure (-0.0046)
AST019852,2026-05-25,0.4327125444611497,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0006),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0058),numeric__maintenance_count (-0.0047)
AST020134,2026-05-25,0.432304527069327,HIGH,numeric__total_train_passages (+0.0083),numeric__condition_decline (+0.0036),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__condition_change (+0.0007),numeric__total_maintenance_cost (-0.0104),numeric__total_downtime (-0.0047),numeric__maintenance_count (-0.0047)
AST029314,2026-05-25,0.4321662691896934,HIGH,numeric__total_train_passages (+0.0093),numeric__near_end_of_life (+0.0032),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0011),numeric__total_maintenance_cost (-0.0107),numeric__total_downtime (-0.0055),numeric__maintenance_count (-0.0053)
AST009950,2026-05-25,0.4320221995676928,HIGH,numeric__total_maintenance_cost (+0.0103),numeric__total_train_passages (+0.0051),numeric__maintenance_cost_365d (+0.0040),numeric__maintenance_pressure (+0.0034),numeric__maintenance_cost_90d (+0.0032),numeric__maintenance_count (-0.0344),numeric__total_downtime (-0.0052),numeric__life_remaining_ratio (-0.0014)
AST031970,2026-05-25,0.4315162300653774,HIGH,numeric__total_train_passages (+0.0063),numeric__total_maintenance_cost (+0.0060),numeric__maintenance_pressure (+0.0023),numeric__days_since_maintenance (+0.0022),numeric__maintenance_count_180d (+0.0022),numeric__maintenance_count (-0.0450),numeric__total_downtime (-0.0040),numeric__maintenance_cost_365d (-0.0017)
AST027586,2026-05-25,0.431250817934503,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0011),numeric__life_remaining_ratio (+0.0005),numeric__asset_age_at_snapshot (+0.0004),numeric__total_maintenance_cost (-0.0109),numeric__total_downtime (-0.0055),numeric__maintenance_count (-0.0053)
AST027931,2026-05-25,0.4309024995164341,HIGH,numeric__total_train_passages (+0.0093),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0011),numeric__asset_age_at_snapshot (+0.0005),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0047)
AST011593,2026-05-25,0.4306094232389855,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0106),numeric__maintenance_count (-0.0048),numeric__maintenance_pressure (-0.0046)
AST007546,2026-05-25,0.4304876531946382,HIGH,numeric__total_train_passages (+0.0079),categorical__station_code_CTD (+0.0074),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0032),numeric__usage_per_day_estimate (+0.0011),numeric__total_maintenance_cost (-0.0100),numeric__maintenance_count (-0.0047),numeric__maintenance_pressure (-0.0046)
AST019621,2026-05-25,0.4304331635338827,HIGH,numeric__total_train_passages (+0.0054),numeric__total_maintenance_cost (+0.0031),numeric__cumulative_usage (+0.0019),numeric__asset_age_at_snapshot (+0.0016),numeric__maintenance_cost_90d (+0.0005),numeric__maintenance_count (-0.0352),numeric__maintenance_pressure (-0.0032),numeric__maintenance_cost_365d (-0.0025)
AST020399,2026-05-25,0.4303026457750726,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__wear_usage_risk (+0.0007),numeric__life_remaining_ratio (+0.0005),numeric__total_maintenance_cost (-0.0110),numeric__total_downtime (-0.0061),numeric__maintenance_count (-0.0047)
AST026375,2026-05-25,0.4301263210367493,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0048)
AST000353,2026-05-25,0.4300030245619509,HIGH,numeric__total_train_passages (+0.0078),numeric__condition_decline (+0.0039),numeric__cumulative_usage (+0.0027),numeric__usage_per_day_estimate (+0.0015),numeric__condition_change (+0.0008),numeric__total_maintenance_cost (-0.0104),numeric__maintenance_count (-0.0048),numeric__total_downtime (-0.0048)
AST026484,2026-05-25,0.4299438802622604,HIGH,numeric__total_train_passages (+0.0088),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__total_downtime (-0.0057),numeric__maintenance_count (-0.0048)
AST001961,2026-05-25,0.4297975783076784,HIGH,numeric__total_train_passages (+0.0063),numeric__total_maintenance_cost (+0.0049),numeric__maintenance_pressure (+0.0033),numeric__maintenance_cost_365d (+0.0031),numeric__maintenance_count_180d (+0.0027),numeric__maintenance_count (-0.0344),numeric__total_downtime (-0.0083),numeric__avg_downtime (-0.0036)
AST007180,2026-05-25,0.4297260751197248,HIGH,numeric__total_train_passages (+0.0054),numeric__condition_change (+0.0035),numeric__total_maintenance_cost (+0.0030),numeric__cumulative_usage (+0.0022),numeric__maintenance_count_365d (+0.0017),numeric__maintenance_count (-0.0305),numeric__total_downtime (-0.0073),numeric__maintenance_cost_180d (-0.0024)
AST010145,2026-05-25,0.4296258957265106,HIGH,numeric__total_train_passages (+0.0087),numeric__cumulative_usage (+0.0028),numeric__usage_per_day_estimate (+0.0015),numeric__life_remaining_ratio (+0.0005),numeric__avg_train_passages (+0.0002),numeric__total_maintenance_cost (-0.0111),numeric__maintenance_count (-0.0048),numeric__maintenance_pressure (-0.0046)
AST026965,2026-05-25,0.4296196693560011,HIGH,numeric__total_train_passages (+0.0063),numeric__total_maintenance_cost (+0.0055),numeric__total_downtime (+0.0040),numeric__maintenance_cost_365d (+0.0031),numeric__maintenance_pressure (+0.0031),numeric__maintenance_count (-0.0395),numeric__near_end_of_life (-0.0009),numeric__condition_decline (-0.0009)
AST010519,2026-05-25,0.4294920405709064,HIGH,numeric__total_train_passages (+0.0051),numeric__total_maintenance_cost (+0.0042),numeric__maintenance_cost_90d (+0.0037),numeric__maintenance_count_365d (+0.0035),numeric__maintenance_cost_365d (+0.0029),numeric__maintenance_count (-0.0341),numeric__maintenance_cost_180d (-0.0025),numeric__total_downtime (-0.0021)
AST026251,2026-05-25,0.4292595053330603,HIGH,numeric__total_maintenance_cost (+0.0104),numeric__total_train_passages (+0.0049),numeric__total_downtime (+0.0042),numeric__maintenance_cost_365d (+0.0031),numeric__maintenance_pressure (+0.0030),numeric__maintenance_count (-0.0347),numeric__condition_decline (-0.0010),numeric__condition_change (-0.0007)
